date,id,author,updated,title,teaser,body,url,image,channels,stocks,tags
2022-07-06,27968543,Anusuya Lahiri,"Wed, 06 Jul 2022 09:17:10 -0400","Facebook, Instagram Fall Prey To Data Scraping; Indict Chinese Company",,,https://www.benzinga.com/news/22/07/27968543/facebook-insta-fall-prey-to-data-scraping-indicts-chinese-company,"{'@is_array': 'true', 'item': [{'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2022/07/06/instagram_-_image_by_stocksnap_from_pixabay.jpg'}, {'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2022/07/06/instagram_-_image_by_stocksnap_from_pixabay.jpg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2022/07/06/instagram_-_image_by_stocksnap_from_pixabay.jpg'}]}","{'@is_array': 'true', 'item': [{'name': 'News'}, {'name': 'Legal'}, {'name': 'Tech'}, {'name': 'Media'}]}","{'@is_array': 'true', 'item': [{'name': 'AMZN'}, {'name': 'BABA'}, {'name': 'GOOG'}, {'name': 'GOOGL'}, {'name': 'META'}, {'name': 'MSFT'}, {'name': 'TCEHY'}, {'name': 'TWTR'}]}","{'@is_array': 'true', 'item': {'name': 'Briefs'}}"
2022-07-06,11986528,Wayne Duggan,"Wed, 06 Jul 2022 10:11:23 -0400",This Day In Market History: Supreme Court Rules Women Must Get Equal Pensions,,,https://www.benzinga.com/general/education/18/07/11986528/this-day-in-market-history-supreme-court-rules-women-must-get-equal-1,"{'@is_array': 'true', 'item': [{'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2012/angry-3233158_1920.jpg'}, {'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2012/angry-3233158_1920.jpg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2012/angry-3233158_1920.jpg'}]}","{'@is_array': 'true', 'item': [{'name': 'News'}, {'name': 'Education'}, {'name': 'Legal'}, {'name': 'Markets'}, {'name': 'General'}]}","{'@is_array': 'true', 'item': [{'name': 'MSFT'}, {'name': 'NTDOY'}]}","{'@is_array': 'true', 'item': {'name': 'this day in market history'}}"
2022-07-06,27974132,Anusuya Lahiri,"Wed, 06 Jul 2022 15:17:57 -0400",Why RingCentral Shares Are Trading Lower Today,,,https://www.benzinga.com/news/22/07/27974132/needham-downgrades-rating-on-ringcentral-as-microsoft-teams-footprint-stalls-enterprise-expansion,"{'@is_array': 'true', 'item': [{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2022/07/06/abtech_12.png'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2022/07/06/abtech_12.png'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2022/07/06/abtech_12.png'}]}","{'@is_array': 'true', 'item': [{'name': 'Analyst Color'}, {'name': 'News'}, {'name': 'Downgrades'}, {'name': 'Analyst Ratings'}, {'name': 'Movers'}, {'name': 'Tech'}, {'name': 'Trading Ideas'}]}","{'@is_array': 'true', 'item': [{'name': 'MSFT'}, {'name': 'RNG'}]}","{'@is_array': 'true', 'item': [{'name': 'Briefs'}, {'name': ""why it's moving""}]}"
2022-07-06,27977583,Chris Katje,"Wed, 06 Jul 2022 16:27:51 -0400",Amazon Prime Adds Food Delivery Incentive; What Industry Could Be Next?,,,https://www.benzinga.com/news/22/07/27977583/amazon-prime-adds-food-delivery-incentive-what-industry-could-be-next,"{'@is_array': 'true', 'item': [{'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2022/07/06/prime_food_delivery.jpg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2022/07/06/prime_food_delivery.jpg'}, {'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2022/07/06/prime_food_delivery.jpg'}]}","{'@is_array': 'true', 'item': [{'name': 'News'}, {'name': 'Small Cap'}, {'name': 'Trading Ideas'}]}","{'@is_array': 'true', 'item': [{'name': 'AMC'}, {'name': 'AMZN'}, {'name': 'CNK'}, {'name': 'CVS'}, {'name': 'MSFT'}, {'name': 'PTON'}, {'name': 'SONY'}, {'name': 'WBA'}]}","{'@is_array': 'true', 'item': [{'name': 'Amazon Prime'}, {'name': 'Amazon Prime Day'}, {'name': 'Food Delivery'}, {'name': 'GrubHub'}, {'name': 'MGM'}, {'name': 'Prime Video'}, {'name': 'streaming platforms'}, {'name': 'streaming stocks'}]}"
2022-07-07,27982102,Anusuya Lahiri,"Thu, 07 Jul 2022 06:53:38 -0400",Analyzing Samsung's Q2 Expectations,,,https://www.benzinga.com/news/22/07/27982102/analyzing-samsungs-q2-expectations,"{'@is_array': 'true', 'item': [{'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2022/07/07/abtech.png'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2022/07/07/abtech.png'}, {'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2022/07/07/abtech.png'}]}","{'@is_array': 'true', 'item': [{'name': 'News'}, {'name': 'Guidance'}, {'name': 'Tech'}, {'name': 'Media'}]}","{'@is_array': 'true', 'item': [{'name': 'AMD'}, {'name': 'AMZN'}, {'name': 'GOOG'}, {'name': 'GOOGL'}, {'name': 'META'}, {'name': 'MSFT'}, {'name': 'MU'}, {'name': 'SSNLF'}, {'name': 'TSM'}]}","{'@is_array': 'true', 'item': {'name': 'Briefs'}}"
2022-07-07,27983135,Anusuya Lahiri,"Thu, 07 Jul 2022 07:54:45 -0400",Microsoft Cloud Veteran Official Quits After Reports Of Verbal Abuse To Staff,,,https://www.benzinga.com/news/22/07/27983135/microsoft-cloud-loses-veteran-official-shortly-after-reports-of-its-data-centers-operating-with-limi,"{'@is_array': 'true', 'item': [{'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2022/07/07/azure-rainer_stropek_via_flickr.jpg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2022/07/07/azure-rainer_stropek_via_flickr.jpg'}, {'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2022/07/07/azure-rainer_stropek_via_flickr.jpg'}]}","{'@is_array': 'true', 'item': [{'name': 'News'}, {'name': 'Tech'}, {'name': 'Media'}]}","{'@is_array': 'true', 'item': {'name': 'MSFT'}}","{'@is_array': 'true', 'item': {'name': 'Briefs'}}"
2022-07-07,27984708,Akanksha Bakshi,"Thu, 07 Jul 2022 08:14:03 -0400","Benzinga Before The Bell: Elon Musk's Kids, Apple's Potential Security Measure, Covid-19 Vaccine Wastage And Other Top Financial Stories Thursday, July 7",,,https://www.benzinga.com/news/22/07/27984708/benzinga-before-the-bell-and-other-top-financial-stories-thursday-july-7,"{'@is_array': 'true', 'item': [{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2022/07/07/elon_musk_at_a_press_conference.jpg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2022/07/07/elon_musk_at_a_press_conference.jpg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2022/07/07/elon_musk_at_a_press_conference.jpg'}]}","{'@is_array': 'true', 'item': [{'name': 'News'}, {'name': 'Penny Stocks'}, {'name': 'Top Stories'}]}","{'@is_array': 'true', 'item': [{'name': 'AAL'}, {'name': 'AAPL'}, {'name': 'ABBV'}, {'name': 'BABA'}, {'name': 'BX'}, {'name': 'COIN'}, {'name': 'DIS'}, {'name': 'JD'}, {'name': 'MRK'}, {'name': 'MSFT'}, {'name': 'PFE'}, {'name': 'SASDF'}, {'name': 'SGEN'}, {'name': 'SPY'}, {'name': 'TCEHY'}, {'name': 'TSLA'}]}",
2022-07-07,27989367,Anusuya Lahiri,"Thu, 07 Jul 2022 11:43:47 -0400",Needham Sees GitLab Increasingly Becoming Center Of Gravity For Organizational Software Innovation,,,https://www.benzinga.com/news/22/07/27989367/needham-sees-gitlab-increasingly-becoming-center-of-gravity-for-organizational-software-innovation,"{'@is_array': 'true', 'item': [{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2022/07/07/abtech_7.png'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2022/07/07/abtech_7.png'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2022/07/07/abtech_7.png'}]}","{'@is_array': 'true', 'item': [{'name': 'Analyst Color'}, {'name': 'News'}, {'name': 'Price Target'}, {'name': 'Initiation'}, {'name': 'Analyst Ratings'}, {'name': 'Movers'}, {'name': 'Tech'}, {'name': 'Trading Ideas'}]}","{'@is_array': 'true', 'item': [{'name': 'GTLB'}, {'name': 'MSFT'}]}","{'@is_array': 'true', 'item': {'name': 'Briefs'}}"
2022-07-08,27997104,Lisa Levin,"Fri, 08 Jul 2022 05:25:49 -0400",Why U.S. Stock Futures Are Down Ahead Of Key Jobs Report For June,,,https://www.benzinga.com/news/earnings/22/07/27997104/why-u-s-stock-futures-are-down-ahead-of-key-jobs-report-for-june,"{'@is_array': 'true', 'item': [{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2022/07/08/image15.jpg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2022/07/08/image15.jpg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2022/07/08/image15.jpg'}]}","{'@is_array': 'true', 'item': [{'name': 'Earnings'}, {'name': 'News'}, {'name': 'Eurozone'}, {'name': 'Futures'}, {'name': 'Global'}, {'name': 'Pre-Market Outlook'}, {'name': 'Markets'}]}","{'@is_array': 'true', 'item': [{'name': 'GME'}, {'name': 'LEVI'}, {'name': 'MSFT'}, {'name': 'UPST'}]}","{'@is_array': 'true', 'item': {'name': 'A Peek Into The Markets'}}"
2022-07-08,27999536,Anusuya Lahiri,"Fri, 08 Jul 2022 09:38:06 -0400",Piper Sandler Sees Microsoft Poised To Cross $100B Annualized Run-Rate Benchmark,,,https://www.benzinga.com/news/22/07/27999536/piper-sandler-sees-microsoft-poised-to-breach-100b-annualized-run-rate-benchmark-reiterates-overweig,"{'@is_array': 'true', 'item': [{'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2022/07/08/abtech_7.png'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2022/07/08/abtech_7.png'}, {'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2022/07/08/abtech_7.png'}]}","{'@is_array': 'true', 'item': [{'name': 'Analyst Color'}, {'name': 'News'}, {'name': 'Price Target'}, {'name': 'Reiteration'}, {'name': 'Analyst Ratings'}, {'name': 'Tech'}]}","{'@is_array': 'true', 'item': [{'name': 'MSFT'}, {'name': 'ORCL'}]}","{'@is_array': 'true', 'item': {'name': 'Briefs'}}"
2022-07-09,28009401,Michael Cohen,"Sat, 09 Jul 2022 17:04:02 -0400","Barron's Latest Picks And Pans: Alphabet, Nike, Microsoft, Peloton And The Top-Performing CEOs Of 2022",,,https://www.benzinga.com/news/large-cap/22/07/28009401/barrons-latest-picks-and-pans,"{'@is_array': 'true', 'item': [{'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2022/07/09/business_newspaper4.png'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2022/07/09/business_newspaper4.png'}, {'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2022/07/09/business_newspaper4.png'}]}","{'@is_array': 'true', 'item': [{'name': 'Large Cap'}, {'name': 'News'}, {'name': 'Media'}]}","{'@is_array': 'true', 'item': [{'name': 'GOOG'}, {'name': 'GOOGL'}, {'name': 'MSFT'}, {'name': 'NKE'}, {'name': 'PTON'}]}",
2022-07-10,28011637,Chris Katje,"Sun, 10 Jul 2022 16:06:47 -0400",Ever Wanted To Eat A Popsicle That Looks Like Elon Musk? This Pop Up Ice Cream Truck Has You Covered This Week,,,https://www.benzinga.com/news/22/07/28011637/ever-wanted-to-eat-a-popsicle-that-looks-like-elon-musk-this-pop-up-ice-cream-truck-has-you-covered,"{'@is_array': 'true', 'item': [{'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2022/07/10/popsicles2.jpg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2022/07/10/popsicles2.jpg'}, {'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2022/07/10/popsicles2.jpg'}]}","{'@is_array': 'true', 'item': {'name': 'News'}}","{'@is_array': 'true', 'item': [{'name': 'AMZN'}, {'name': 'BABA'}, {'name': 'CRM'}, {'name': 'META'}, {'name': 'MSFT'}, {'name': 'TSLA'}]}","{'@is_array': 'true', 'item': [{'name': 'Bill Gates'}, {'name': 'Bloomberg Billionaires List'}, {'name': 'Elon Musk'}, {'name': 'Jack Ma'}, {'name': 'Jeff Bezos'}, {'name': 'Mark Zuckerberg'}]}"
