,Unnamed: 0,date,title,source,desc,url,img
14,4.0,2023-07-06 00:00:00,Best Stocks to Buy Now: Rivian Stock vs Tesla Stock: Which Stock Should You Buy?,YouTube,"In this video, we're going to compare Rivian stock and Tesla stock and see which one is the best investment right now.We'll be looking at Rivian stock vs...",https://www.youtube.com/watch?v=dz1XYj7QXxg,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
15,5.0,2023-07-06 00:00:00,"Tesla Inc. stock rises Wednesday, outperforms market",MarketWatch,"Shares of Tesla Inc. inched 0.95% higher to $282.48 Wednesday, on what proved to be an all-around grim trading session for the stock market, with the NASDAQ...",https://www.marketwatch.com/data-news/tesla-inc-stock-rises-wednesday-outperforms-market-f4aca19-0cf88c662a2e-e9f75a83c179,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
16,6.0,2023-07-06 00:00:00,"Why Tesla Is a National Security Threat No One Saw Coming, Plus the Sleeper Stock to Watch",YouTube,"17K views 6 hours ago #investing #federalreserve #gold. Show less. “What if China says to Elon Musk, 'If you don't make sure that your algorithms on Twitter...",https://www.youtube.com/watch?v=ORBRqpVyjOc,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
17,7.0,2023-07-06 00:00:00,"GM sees Q2 sales increase, Tesla sets all-time records",Yahoo Finance,"General Motors sees Q2 sales increase, up 19% year-over-year, while Tesla sets all-time records in Q2 for production and deliveries. Yahoo Finance Reporter...",https://finance.yahoo.com/video/gm-sees-q2-sales-increase-210841157.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
18,8.0,2023-07-06 00:00:00,Tesla Cuts Prices In Japan As Focus Turns To Margins,Investor's Business Daily,"Tesla topped Q2 delivery estimates, but it's still cutting prices to juice demand, with the latest coming in Japan. Yet TSLA stock kept rising.",https://www.investors.com/news/tesla-cuts-prices-in-japan-as-focus-turns-to-margins-tsla-stock-slips/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
19,9.0,2023-07-06 00:00:00,"Rivian is a stock everyone bailed on and people are realizing it has momentum, says Needham's Pierce",YouTube,"Chris Pierce, Needham senior research analyst, joins 'Power Lunch' to discuss Pierce's 'hold' rating on Tesla and his 'buy' rating on Rivian,...",https://www.youtube.com/watch?v=jFRNH2_GaMo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
0,,2023-07-07,Tesla rolls out global customer referral incentive as EV price war heats up,Reuters,July 7 (Reuters) - Electric-vehicle maker Tesla (TSLA.O) rolled out a new program globally allowing buyers to earn extra incentives through referrals from...,https://www.reuters.com/business/autos-transportation/tesla-rolls-out-global-cash-rebate-ev-price-war-heats-up-2023-07-07/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,,2023-07-07,Mercedes-Benz Expands Charging Options for Customers: Access to Tesla Supercharger Network in North America ...,Business Wire,"Mercedes-Benz EVs can use Tesla Superchargers in North America from 2024, and Mercedes-Benz's own charging network to implement NACS standard.",https://www.businesswire.com/news/home/20230706787814/en/Mercedes-Benz-Expands-Charging-Options-for-Customers-Access-to-Tesla-Supercharger-Network-in-North-America-While-Building-Its-Own-High-Power-Charging-Network,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,,2023-07-07,"Rivian, Tesla, Levi Strauss, Paramount, and More Stock Market Movers",Barron's,"Analysts boost their price targets on Rivian and Tesla, Levi Strauss cuts its revenue outlook for the fiscal year, and Paramount shares are downgraded.",https://www.barrons.com/articles/stock-market-movers-3c7d1d50,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,,2023-07-07,Tesla offers new China rebate as price cuts rock EV market,Reuters,Tesla on Friday said it would offer new buyers of its top-selling electric vehicles in China a cash bonus equivalent to almost $500 if they have a referral...,https://www.reuters.com/business/autos-transportation/tesla-offers-cash-rebate-top-models-china-2023-07-07/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,,2023-07-07,"EV sales: Hyundai overtakes GM, but Tesla's U.S. dominance continues",CNBC,"Tesla, led by CEO Elon Musk, has grown its lead over the legacy automakers Hyundai and General Motors to roughly 300000 vehicles.",https://www.cnbc.com/2023/07/07/ev-sales-hyundai-overtakes-gm-but-teslas-us-dominance-continues.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,,2023-07-07,"Tesla Stock Revs Up Demand Alongside Microsoft, Axon And More",Investor's Business Daily,"After a long absence, Tesla (TSLA) has zoomed back onto the list of new buys by the best mutual funds. As a strong uptrend kicks off the second half of the...",https://www.investors.com/etfs-and-funds/mutual-funds/tesla-stock-revs-up-demand-alongside-msft-stock-axon-oracle-and-more/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,,2023-07-07,"Rivian Shares Rev Up For 8th Straight Winning Session: What's Fueling The Rally? - Tesla (NASDAQ:TSLA), R",Benzinga,"Shares of Rivian Automotive, Inc. RIVN+ Free Alerts. are likely to gain yet again on Friday, as the upward momentum that has carried the stock higher in the...",https://www.benzinga.com/analyst-ratings/analyst-color/23/07/33145730/rivian-shares-rev-up-for-8th-straight-winning-session-whats-fueling-the-rally,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,,2023-07-07,Tesla lays off Shanghai workers weeks after Elon Musk's praise,Business Insider,"Tesla is laying off some staff at its Shanghai factory, per Bloomberg. Elon Musk recently visited this location and praised staff for their hard work.",https://www.businessinsider.com/elon-musk-tesla-lays-off-shanghai-workers-weeks-after-praise-2023-7,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,,2023-07-07,PM Anwar to discuss investments in Malaysia with Tesla CEO Elon Musk,CNA,"KUALA LUMPUR: Malaysian Prime Minister Anwar Ibrahim is set to meet billionaire Elon Musk, the chief executive officer of electric car giant Tesla,...",https://www.channelnewsasia.com/asia/malaysia-tesla-anwar-ibrahim-elon-musk-meet-investment-economy-3613062,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,,2023-07-07,"Malaysia's Anwar to Meet Elon Musk to Discuss Investments, Star Reports",Bloomberg.com,"Malaysian Prime Minister Anwar Ibrahim will meet Tesla Inc.'s Chief Executive Officer Elon Musk to discuss further investments in Malaysia, the Star...",https://www.bloomberg.com/news/articles/2023-07-07/malaysia-s-anwar-to-meet-elon-musk-to-discuss-investments-star,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
