,close,open,high,low,adjusted close,volume,WILLR_14,SMI_7_14_5,SMIs_7_14_5,SMIo_7_14_5,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3,CCI_14_0.015,MACD_14_26_9,MACDh_14_26_9,MACDs_14_26_9,DMP_14,DMN_14,CFO_14,CMO_14,ER_14,MOM_14,ROC_14,STC_14_14_28_0.5,STCmacd_14_14_28_0.5,STCstoch_14_14_28_0.5,SLOPE_14,BULLP_14,BEARP_14,BBL_14_2.0,BBM_14_2.0,BBU_14_2.0,BBB_14_2.0,BBP_14_2.0,SMA_14,EMA_14,VWAP_D,HMA_14,CMF_20
1999-11-01,77.62,80.0,80.69,77.37,0.588966481387578,2487300.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,78.56,,
1999-11-02,80.25,78.0,81.69,77.31,0.608922444361674,3564600.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,79.75,,
1999-11-03,81.5,81.62,83.25,81.0,0.618407217638335,2932700.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,81.91666666666667,,
1999-11-04,83.62,82.06,85.37,80.62,0.634493393115553,3384700.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,83.20333333333333,,
1999-11-05,88.31,84.62,88.37,84.0,0.670080262449588,3721500.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,86.89333333333333,,
1999-11-08,96.37,87.75,97.73,86.75,0.731238080537502,8490400.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,93.61666666666667,,
1999-11-09,89.62,94.37,94.5,88.0,0.680020304843529,7224800.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,90.70666666666665,,
1999-11-10,91.44,88.25,93.25,88.12,0.693830134734348,5159800.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,90.93666666666667,,
1999-11-11,92.25,91.59,92.62,89.87,0.699976267817625,2409600.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,91.58,,
1999-11-12,90.62,91.94,92.0,87.37,0.687608123464858,2491600.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,89.99666666666667,,
1999-11-15,89.44,89.62,92.87,88.5,0.67865449749169,2320600.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,90.27,,
1999-11-16,91.19,90.0,91.75,88.5,0.691933180079016,2088000.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,90.48,,
1999-11-17,90.25,90.69,94.75,90.0,0.684800630574966,3255100.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,91.66666666666667,,
1999-11-18,89.62,91.06,91.12,88.44,0.680020304843529,3257000.0,-39.71596474045054,0.3502626970227672,0.3502626970227672,0.0,,,31.19314742489458,,,,,,-4.496126502375215,,,,,0.0,,0.0,,3.112857142857152,0.43285714285714505,77.88340715880523,88.00714285714285,98.13087855548048,23.006622802812558,0.5796572130543665,88.00714285714285,88.00714285714285,89.72666666666667,,
1999-11-19,92.44,89.5,92.87,88.06,0.701417953355677,2790300.0,-25.90597453476986,0.37338380896913226,0.3579697343382222,0.015414074630910046,,,48.95387983559488,,,,1.4578942021643955,0.35118574106572903,-0.9362057241762942,34.536832108034226,0.3996763754045307,14.819999999999993,19.093017263591847,0.0,,0.0,1.058571428571428,4.271809523809523,-0.5381904761904792,80.53368148728524,89.0657142857143,97.59774708414335,19.158961148751608,0.6977421907535909,89.0657142857143,88.59819047619048,91.12333333333333,,
1999-11-22,90.62,91.75,91.75,89.25,0.687608123464858,1806800.0,-41.554646405610754,0.35668801660986427,0.35754249509543623,-0.0008544784855719634,,,30.26715988491537,,,,1.30269408250217,0.31380026483833784,-2.014692436232917,23.42955457388974,0.2859112213950926,10.370000000000005,12.922118380062312,0.0,,0.0,0.740714285714286,2.8822349206349145,0.3822349206349145,82.80026146301475,89.80642857142858,96.81259567984242,15.602818684280262,0.5580610921765189,89.80642857142858,88.86776507936509,90.54,90.93307936507938,
1999-11-23,92.81,91.75,95.25,88.5,0.704225446245569,4851000.0,-28.755113968439517,0.3637553578067315,0.3596134493325347,0.00414190847419682,,,83.77568369787572,,,,1.5286923610719254,0.2815251414231351,0.8388874351594153,30.829749892747472,0.3039505509271703,11.310000000000002,13.877300613496935,0.0,,0.0,0.807857142857143,5.856603597883591,-0.8933964021164087,85.197640921028,90.61428571428571,96.03093050754343,11.955388161060704,0.7026821371458,90.61428571428571,89.39339640211641,92.18666666666667,91.22953968253968,
1999-11-24,94.69,93.0,95.0,91.69,0.718490545253668,1920600.0,-22.141296431172652,0.3841404782544118,0.3677891256398271,0.016351352614584702,,,161.45062627439532,,,,1.3762528584128384,0.25345176731764846,2.7560611318136217,36.503020431482355,0.2994319718690831,11.069999999999993,13.238459698636682,0.0,,0.0,0.7907142857142853,4.900389784832441,1.590389784832439,87.20879933749598,91.405,95.60120066250403,9.181556069151634,0.8914255137217052,91.405,90.09961021516756,93.79333333333334,92.08610317460317,
