,date,4. close,1. open,2. high,3. low,6. volumn,SMA_10,EMA_10,SMA_20,EMA_20,SMA_30,EMA_30,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,HMA_9,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3,WILLR_14,CCI_20_0.015,MOM_10,BULLP_13,BEARP_13,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,UO_7_14_28,s_SMA_10,s_EMA_10,s_SMA_20,s_EMA_20,s_SMA_30,s_EMA_30,s_SMA_50,s_EMA_50,s_SMA_100,s_EMA_100,s_SMA_200,s_EMA_200,s_HMA,s_MACD,s_RSI,s_STOCHRSI,s_WILLR,s_MOM,s_ERI,s_CCI,s_BBANDS,s_UO,SELL,NEU,BUY
0,1999-11-01,77.62,80.0,80.69,77.37,2487300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0
1,1999-11-02,80.25,78.0,81.69,77.31,3564600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0
2,1999-11-03,81.5,81.62,83.25,81.0,2932700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0
3,1999-11-04,83.62,82.06,85.37,80.62,3384700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0
4,1999-11-05,88.31,84.62,88.37,84.0,3721500.0,,,,,,,,,,,,,,,,,,,,,,,,,75.07115308272614,82.26,89.44884691727387,17.47835379838041,0.9207907102224304,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0
5,1999-11-08,96.37,87.75,97.73,86.75,8490400.0,,,,,,,,,,,,,,,,,,,,,,,,,74.28483390309557,86.01,97.73516609690444,27.264657823286665,0.9417847864319444,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0
6,1999-11-09,89.62,94.37,94.5,88.0,7224800.0,,,,,,,,,,,,,,,,,,,,,,,,,77.52467492545968,87.884,98.24332507454032,23.57499675604279,0.5837892424221004,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0
7,1999-11-10,91.44,88.25,93.25,88.12,5159800.0,,,,,,,,,,,,,,,,,,,,,,,,,81.56424555008975,89.872,98.17975444991025,18.487970557927383,0.5943696644775616,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0
8,1999-11-11,92.25,91.59,92.62,89.87,2409600.0,,,,,,,,,,,,,,,,,,,,,,,,,86.08833721540067,91.598,97.10766278459933,12.030094073231574,0.5591687754305471,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0
9,1999-11-12,90.62,91.94,92.0,87.37,2491600.0,87.16,87.16,,,,,,,,,,,,,,,,,,,,,,,87.41037205789563,92.06,96.70962794210438,10.101299026948455,0.3451489003066051,,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,2
10,1999-11-15,89.44,89.62,92.87,88.5,2320600.0,88.34200000000001,87.57454545454546,,,,,,,,,,,91.74003703703704,,,,,,,,,11.819999999999993,,,88.53725106762684,90.674,92.81074893237317,4.713035561182182,0.21124356696659843,,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,2
11,1999-11-16,91.19,90.0,91.75,88.5,2088000.0,89.436,88.23190082644628,,,,,,,,,,,90.78533333333333,,,,,,,,,10.939999999999998,,,89.11835190477015,90.988,92.85764809522985,4.109658625818456,0.5540208610688219,,1,1,0,0,0,0,0,0,0,0,0,0,-1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19,3
12,1999-11-17,90.25,90.69,94.75,90.0,3255100.0,90.311,88.5988279489106,,,,,,,,,,,90.23318518518518,,,,,,,,,8.75,6.866923076923072,2.1169230769230722,88.86817110235876,90.75,92.63182889764124,4.147281317115684,0.36715051495204487,,-1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,2
13,1999-11-18,89.62,91.06,91.12,88.44,3257000.0,90.91100000000002,88.78449559456321,,,,,,,,,,,89.88118518518517,,,,,,,-39.71596474045053,,6.0,2.9887912087912127,0.3087912087912059,88.93710606497707,90.224,91.51089393502293,2.8526643354826455,0.265326425293458,,-1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19,3
14,1999-11-19,92.44,89.5,92.87,88.06,2790300.0,91.32400000000003,89.44913275918807,,,,,,,,,,,90.4964074074074,69.98381877022652,,,,,,-25.90597453476986,,4.1299999999999955,4.123249607535328,-0.6867503924646741,88.36782343044347,90.588,92.80817656955652,4.901701261881328,0.9170839439968357,,1,1,0,0,0,0,0,0,0,0,0,0,-1.0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2,18,2
15,1999-11-22,90.62,91.75,91.75,89.25,1806800.0,90.74900000000002,89.66201771206298,,,,,,,,,,,90.89055555555558,66.47028688524593,,,,,,-41.55464640561075,,-5.75,2.7356425207445625,0.2356425207445625,88.91274491498207,90.824,92.73525508501793,4.20870053073621,0.4466319274702989,,-1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2,18,2
16,1999-11-23,92.81,91.75,95.25,88.5,4851000.0,91.06800000000003,90.23437812805153,,,,,,,,,,,91.73688888888891,68.5184289170343,,,,,,-28.75511396843952,,3.1899999999999977,5.693407874923906,-1.0565921250760937,88.64177096018605,91.148,93.65422903981394,5.499251853719106,0.8315738453264806,,1,1,0,0,0,0,0,0,0,0,0,0,-1.0,0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,2,17,3
17,1999-11-24,94.69,93.0,95.0,91.69,1920600.0,91.39300000000003,91.04449119567853,,,,,,,,,,,93.09329629629633,70.20120874871463,,,,,,-22.141296431172655,,3.25,4.710063892791922,1.4000638927919198,88.4978513315571,92.036,95.5741486684429,7.688618950069322,0.8750549014052583,,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,18,4
18,1999-11-26,95.06,94.75,95.5,94.12,1179200.0,91.67400000000002,91.77458370555516,,,,,,,,,,,94.53800000000005,70.53502352557723,,,,,,-24.31693989071039,,2.8100000000000023,4.528626193821651,3.1486261938216558,89.8945207850176,93.124,96.35347921498239,6.935868766338196,0.7997387304767904,,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,18,4
