,date,4. close,1. open,2. high,3. low,6. volumn,SMA_10,EMA_10,SMA_20,EMA_20,SMA_30,EMA_30,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,HMA_9,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3,WILLR_14,CCI_20_0.015,MOM_10,BULLP_13,BEARP_13,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,UO_7_14_28,s_SMA_10,s_EMA_10,s_SMA_20,s_EMA_20,s_SMA_30,s_EMA_30,s_SMA_50,s_EMA_50,s_SMA_100,s_EMA_100,s_SMA_200,s_EMA_200,s_HMA,s_MACD,s_RSI,s_STOCHRSI,s_WILLR,s_MOM,s_ERI,s_CCI,s_BBANDS,s_UO,SELL,NEU,BUY
10,2010-07-14,19.84,17.94,20.15,17.7601,4195200.0,18.679000000000006,19.22145454545455,,,,,,,,,,,18.132481481481488,,,,,,,,,-4.050000000000001,,,15.986642673953265,17.978,19.969357326046737,22.153268728965802,0.9675203128150942,,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,2
11,2010-07-15,19.89,19.94,21.5,19.0,3739800.0,18.285000000000004,19.343008264462814,,,,,,,,,,,19.39844444444445,,,,,,,,,-3.9399999999999977,,,16.070121139238672,18.464000000000002,20.857878860761332,25.93023029420851,0.7978429742987255,,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,2
12,2010-07-16,20.64,20.7,21.3,20.05,2621300.0,18.153000000000002,19.578824943651394,,,,,,,,,,,20.5098888888889,,,,,,,,,-1.3200000000000003,1.9761538461538457,0.7261538461538457,16.478875620104507,19.112000000000002,21.745124379895497,27.554671200245863,0.7901496054775511,,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,2
13,2010-07-19,21.91,21.37,22.25,20.92,2486500.0,18.424000000000003,20.002674953896594,,,,,,,,,,,21.538888888888895,,,,,,,-55.11425462459194,,2.710000000000001,2.556703296703297,1.226703296703299,17.631292108709292,20.084000000000003,22.536707891290714,24.42449602958286,0.8722416367811098,,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,20,3
14,2010-07-20,20.3,21.85,21.85,20.05,1825300.0,18.843000000000007,20.056734053188123,,,,,,,,,,,21.782000000000007,39.2062537582682,,,,,,-65.54225607544431,,4.190000000000001,2.0700313971742546,0.27003139717425384,19.00494209244,20.516000000000002,22.027057907560003,14.73053136634823,0.4285268953230291,,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,19,4
15,2010-07-21,20.22,20.66,20.9,19.5,1252500.0,19.285000000000004,20.08641877079028,,,,,,,,,,,21.487407407407414,39.00418756614973,,,,,,-52.10237659963439,,4.419999999999998,1.057169769006503,-0.34283023099349563,19.1903210067923,20.592000000000002,21.993678993207705,13.613820835350651,0.367301999315588,,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1,18,4
16,2010-07-22,21.0,20.5,21.25,20.37,957800.0,19.639000000000003,20.252524448828414,,,,,,,,,,,21.145962962962965,42.135591740516,,,,,,-25.862068965517256,,3.539999999999999,1.2418598020055747,0.36185980200557566,19.58660601272444,20.814,22.04139398727556,11.793927042140467,0.5757702913360622,,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,20,3
17,2010-07-23,21.29,21.19,21.56,21.06,653600.0,20.028000000000002,20.441156367223247,,,,,,,,,,,21.043296296296297,43.301064401437756,,,,,,-13.204951856946366,,3.8900000000000006,1.3687369731476338,0.8687369731476338,19.680696394368958,20.944,22.20730360563104,12.063632597699016,0.6369425364012823,,1,1,0,0,0,0,0,0,0,0,0,0,-1.0,0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,2,17,3
18,2010-07-26,20.95,21.5,21.5,20.3,922200.0,20.418,20.533673391364474,,,,,,,,,,,21.085629629629633,42.22720237226464,,,,,,-17.881705639614864,,3.8999999999999986,1.2003459769836873,0.00034597698368799,19.91415514562657,20.752000000000002,21.589844854373435,8.074834756875799,0.6181603007803083,,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1,17,5
19,2010-07-27,20.55,20.91,21.18,20.26,619700.0,20.659000000000002,20.536641865661842,19.871500000000005,19.871500000000005,,,,,,,,,21.009259259259263,40.940813886921845,,,,,,-25.449101796407177,24.26172979313305,2.41,0.8445822659860163,-0.07541773401398189,20.0528778470769,20.802,21.5511221529231,7.2024050853100645,0.3318031318279092,,-1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,3,15,4
20,2010-07-28,20.72,20.55,20.9,20.51,467200.0,20.747000000000003,20.56997970826878,19.713000000000005,19.95230952380953,,,,,,,,,20.858629629629633,41.75294734430483,,,,,,-26.84210526315792,29.397556793041783,0.879999999999999,0.5096419422737277,0.1196419422737307,20.39644683761228,20.902,21.40755316238772,4.837366399270119,0.31999914792302075,,-1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,2,16,4
21,2010-07-29,20.35,20.77,20.88,20.0,616000.0,20.793000000000003,20.529983397674457,19.53900000000001,19.99018480725624,,,,,,,,,20.600222222222225,40.44921765121273,,,,,,-35.51401869158875,31.754028524840994,0.46000000000000085,0.49540737909176613,-0.3845926209082329,20.120798034401144,20.772000000000002,21.42320196559886,6.269997743104738,0.17598377900171025,,-1,-1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,4,15,3
22,2010-07-30,19.94,20.2,20.44,19.55,426900.0,20.723000000000003,20.422713689006375,19.43800000000001,19.985405301803265,,,,,,,,,20.26903703703704,38.99613989423356,,,,,,-43.17757009345791,20.514500310726714,-0.6999999999999993,0.11892061065008619,-0.7710793893499144,19.815280260950736,20.502000000000002,21.18871973904927,6.69905120524111,0.09080832540355853,,-1,-1,1,-1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,6,15,1
23,2010-08-02,20.92,20.5,20.97,20.333,718100.0,20.624000000000002,20.513129381914307,19.524000000000008,20.074414320679146,,,,,,,,,20.264888888888894,44.159745025931215,,,,,,-29.622040579968342,53.37310503912256,-0.9899999999999984,0.5633605234143566,-0.07363947658564385,19.82469083128563,20.496000000000002,21.167309168714375,6.550635916416598,0.815800840924014,,1,1,1,1,0,0,0,0,0,0,0,0,-1.0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,4,14,4
24,2010-08-03,21.95,21.0,21.95,20.82,1230500.0,20.788999999999998,20.774378585202616,19.81600000000001,20.253041528233513,,,,,,,,,20.777629629629633,49.04183029532489,,,,,,-9.230769230769253,86.3359965812314,1.6499999999999986,1.322880448640877,0.19288044864087794,19.424698405240434,20.776000000000003,22.127301594759572,13.008294135151798,0.934395994407481,,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,2,15,5
25,2010-08-04,21.26,21.95,22.18,20.85,913000.0,20.892999999999997,20.86267338789305,20.089000000000006,20.34894233506842,,,,,,,,,21.28988888888889,46.13206844937589,,,,,,-35.99999999999994,80.41515258759117,1.0400000000000027,1.4624689559778936,0.13246895597789532,19.482480824248462,20.884000000000007,22.285519175751553,13.421941924454556,0.6341401553775992,,1,1,1,1,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1,15,7
26,2010-08-05,20.45,21.54,21.55,20.05,796200.0,20.837999999999997,20.787641862821587,20.23850000000001,20.358566874585712,,,,,,,,,21.35681481481481,42.913206488256094,,,,,,-65.45454545454548,32.25785054536051,-0.5500000000000007,0.8706876765524818,-0.6293123234475182,19.53096831791846,20.904000000000003,22.277031682081546,13.136544987385594,0.33467242383229956,,-1,-1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,5,15,2
27,2010-08-06,19.59,20.1,20.1601,19.52,741900.0,20.668,20.569888796854027,20.348000000000006,20.285370029387074,,,,,,,,,20.781074074074066,39.74252243281718,,,,,,-96.64179104477613,-50.2634996922637,-1.6999999999999993,-0.36359627724073107,-1.0036962772407314,19.251768664196355,20.834000000000007,22.41623133580366,15.188934777802164,0.1068842868138019,,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,7,14,1
28,2010-08-09,19.6,19.9,19.98,19.45,812700.0,20.532999999999998,20.393545379244205,20.475500000000007,20.220096693254973,,,,,,,,,20.003629629629618,39.79822273445421,,,,,,-94.50549450549443,-81.86165572133581,-1.3499999999999979,-0.4117396662063406,-0.9417396662063418,18.716096011116004,20.570000000000004,22.423903988884003,18.025318316810882,0.2383899042733285,47.09071851685388,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,7,14,1
29,2010-08-10,19.03,19.65,19.65,18.82,1281300.0,20.380999999999997,20.14562803756344,20.52000000000001,20.106754151040214,20.04133333333334,20.04133333333334,,,,,,,19.254111111111097,37.66124121021775,,,,5.138075191049264,,-93.74999999999999,-160.62464747349122,-1.5199999999999996,-0.5472054281768663,-1.3772054281768646,18.421872127989598,19.986000000000004,21.55012787201041,15.65223528480342,0.19439838739935106,46.04770625225564,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.0,0,0.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,9,11,2
30,2010-08-11,17.9,18.69,18.88,17.85,797600.0,20.098999999999997,19.737332030733725,20.42300000000001,19.896587089036384,19.841666666666676,19.903182795698932,,,,,,,18.44574074074072,33.78789356727122,,,,2.661449199262313,,-98.84526558891461,-240.78084536855928,-2.8200000000000003,-0.9890332241515978,-2.0190332241515954,17.63387619503797,19.314000000000004,20.994123804962037,17.397989074889022,0.07919767703310465,36.7272015302433,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.0,0,0.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,9,11,2
31,2010-08-12,17.6,17.8,17.9,17.39,691000.0,19.823999999999998,19.348726206963956,20.308500000000013,19.677864509128156,19.634000000000007,19.754590357266743,,,,,,,17.703111111111095,32.822744845108545,,,,2.9605947323337506e-16,2.5998414634371922,-95.61586638830896,-231.5796103450929,-2.75,-1.6448856207013698,-2.154885620701368,17.058456764126323,18.744000000000007,20.42954323587369,17.984883011883092,0.16064353151788932,31.09594766659211,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.0,0,0.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,9,11,2
32,2010-08-13,18.32,18.18,18.45,17.6604,634000.0,19.662,19.161685078425055,20.192500000000013,19.548544079687378,19.512666666666675,19.66203614066889,,,,,,,17.39640740740739,37.44140526087079,,,,9.492233558090115,4.051227585784143,-80.58455114822547,-153.62827482110566,-1.620000000000001,-0.9199019606011731,-1.7095019606011732,17.022267054263516,18.490000000000002,19.95773294573649,15.875964799745658,0.4420875573809859,36.14490809161319,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1.0,0,0.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,10,10,2
33,2010-08-16,18.78,18.45,18.8,18.2616,485800.0,19.448,19.092287791438682,20.036000000000012,19.475349405431437,19.498666666666672,19.60513058320638,,,,,,,17.63207407407406,40.26705125117798,-0.2636198598163304,-0.4557204867648379,0.19210062694850746,24.79171191836173,11.427981825483949,-70.98121085594988,-103.41055848001618,-2.1400000000000006,-0.48563025194386,-1.0240302519438593,17.263806044076716,18.326000000000004,19.388193955923292,11.592207311178518,0.7137086157703505,41.348485684054054,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,9,13,0
34,2010-08-17,19.15,18.96,19.4,18.78,447900.0,19.168,19.102780920268014,19.97850000000001,19.444363747771302,19.600000000000005,19.575767319773707,,,,,,,18.25625925925924,42.51613338043072,-0.25092243967900174,-0.3544184533020074,0.10349601362300562,44.71348569341117,26.332477056621006,-63.2567849686848,-60.94321116023575,-2.8000000000000007,0.13374549833383398,-0.48625450166616346,17.221886530529986,18.350000000000005,19.478113469470024,12.295514653624185,0.8545742612114314,45.75406707373378,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,7,13,2
35,2010-08-18,18.77,19.59,19.59,18.6,601300.0,18.919000000000004,19.0422752984011,19.906000000000013,19.38013862893594,19.699000000000005,19.52378233140121,,,,,,,18.764222222222205,40.81635562500204,-0.2684281938200819,-0.29753936595447,0.029111172134388116,51.64965640515381,40.384951338975576,-71.18997912317329,-62.401729868937366,-2.490000000000002,0.39463899857186036,-0.5953610014281381,17.460676907050445,18.524000000000004,19.587323092949564,11.480491178466416,0.6156750951950145,43.125036569921136,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,8,13,1
36,2010-08-19,18.79,18.54,19.25,18.33,579100.0,18.753000000000004,18.996407062328174,19.79550000000001,19.32393494998966,19.743333333333336,19.47644153582694,,,,,,,19.00114814814813,40.95016549470312,-0.27748907590987315,-0.245280198435409,-0.032208877474464145,53.0535872774625,49.80557645867583,-70.77244258872653,-67.87401858919627,-1.6600000000000001,0.11254771306159483,-0.8074522869384069,18.23506167343757,18.762,19.28893832656243,5.617080551779447,0.5265685741466761,45.642036281166625,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,7,12,3
37,2010-08-20,19.1,18.65,19.11,18.5101,296000.0,18.704,19.01524214190487,19.686000000000014,19.302607811895406,19.800000000000004,19.452154985128427,,,,,,,19.101259259259244,43.09766424066861,-0.25669644420347026,-0.17959005338320488,-0.07710639082026537,54.248744801444275,52.98399616135353,-64.30062630480164,-54.2146589448779,-0.48999999999999844,-0.022101960232919993,-0.6220019602329181,18.578258922117843,18.918,19.257741077882155,3.5917229927281524,0.7678510369345615,54.232765374697564,1,1,-1,-1,-1,-1,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,6,14,2
38,2010-08-23,20.13,19.09,20.3891,19.0,1088100.0,18.757,19.217925388831258,19.645000000000014,19.381407067905368,19.902666666666672,19.495886921571753,,,,,,,19.454333333333324,49.64970336222213,-0.15531536301807236,-0.06256717775824559,-0.09274818525982677,71.15367386494485,59.4853353146172,-42.79749478079334,13.532559192626133,0.5299999999999976,1.1144411769432097,-0.27465882305678946,18.196161303436607,19.188,20.17983869656339,10.338114410708688,0.9748756038980548,57.52277178699069,1,1,1,1,1,1,0,0,0,0,0,0,-1.0,0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,2,12,8
39,2010-08-24,19.2,19.25,19.71,18.95,673100.0,18.774,19.214666227225575,19.57750000000001,19.364130204295332,19.938000000000006,19.47679744276067,,,,,,,19.635962962962957,44.65047600438883,-0.14830379954782558,-0.04444449143039905,-0.10385930811742652,77.88038748602047,67.76093538413653,-56.49038461538465,-21.93868930804108,0.16999999999999815,0.44600672309418243,-0.31399327690581913,18.20688749377261,19.198,20.189112506227392,10.325164144467045,0.5010089671896139,50.97589863147067,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,6,12,4
40,2010-08-25,19.9,19.16,19.98,18.56,503300.0,18.974,19.339272367730015,19.53650000000001,19.41516542293387,19.940000000000005,19.504100833550304,,,,,,,19.84633333333333,48.82710582541545,-0.08527988173440804,0.014863541106414788,-0.10014342284082282,88.46726640325608,79.16710925140713,-16.308225801073682,-3.2191093673997404,2.0,0.6251486197950129,-0.7948513802049888,18.41123349186468,19.424,20.436766508135317,10.427991228740918,0.7349998722195105,56.137328369038876,1,1,1,1,-1,1,0,0,0,0,0,0,-1.0,1,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,5,9,8
41,2010-08-26,19.75,19.89,20.27,19.6,433800.0,19.189,19.41395011905183,19.50650000000001,19.447054430273504,19.93533333333334,19.519965295901898,,,,,,,19.92562962962963,47.99140002472962,-0.04689612980954294,0.042597834425023906,-0.08949396423456685,85.18225337727169,83.84330242218276,-21.309726251208676,31.215070433219182,2.1499999999999986,0.8586988169671521,0.18869881696715396,18.814940701321117,19.616000000000003,20.41705929867889,8.167407205127308,0.5836392513144724,54.29684162727073,1,1,1,1,-1,1,0,0,0,0,0,0,1.0,0,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0,3,11,8
42,2010-08-27,19.7,19.75,19.865,19.5,379600.0,19.327,19.465959188315132,19.49450000000001,19.47114448453317,19.904000000000007,19.531580438101773,,,,,,,19.91433333333333,47.69833829270232,-0.020277564856336028,0.05537311950258465,-0.07565068435892068,91.21991071784953,88.28981016612578,-22.97689306792038,17.528984458920235,1.379999999999999,0.4124561288289854,0.047456128828986976,19.12221176290232,19.736000000000004,20.349788237097687,6.219986188667239,0.470673924796741,58.3670334247561,1,1,1,1,-1,1,0,0,0,0,0,0,0.0,0,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0,3,12,7
43,2010-08-30,19.87,19.7,20.19,19.61,732800.0,19.436,19.539421154076017,19.44200000000001,19.50913072410144,19.83600000000001,19.55341395822424,,,,,,,19.921037037037035,48.842193897216944,0.014369773096817084,0.07201636596459021,-0.05764659286777313,91.24979940665833,89.21732116725985,-17.308525891100608,40.16014614591094,1.0899999999999999,0.6778195389962747,0.09781953899627283,19.17794071493588,19.684000000000005,20.19005928506413,5.141833825077479,0.6837729348019247,58.913451223603886,1,1,1,1,1,1,0,0,0,0,0,0,0.0,0,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,3,11,8
44,2010-08-31,19.48,19.66,19.79,19.33,201100.0,19.469,19.528617307880378,19.31850000000001,19.506356369425113,19.808666666666678,19.548677573822676,,,,,,,19.799851851851844,46.3384079653532,0.010240254135936766,0.054309477602967914,-0.04406922346703115,87.97530774754422,90.14833929068402,-30.31242706145174,20.35376534493627,0.33000000000000185,0.28241674771108904,-0.1775832522889118,19.44093478972014,19.740000000000006,20.039065210279873,3.030042657344143,0.06531219435939141,56.097297418000466,1,-1,1,-1,-1,-1,0,0,0,0,0,0,0.0,0,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0,6,12,4
45,2010-09-01,20.45,19.62,20.69,19.6,494900.0,19.636999999999997,19.69614143372031,19.278000000000013,19.596227191384624,19.816333333333343,19.6068274077696,,,,,,,19.93696296296295,52.81698373892789,0.08426709535876853,0.10266905506063974,-0.01840195970187121,91.84086088664382,90.35532268028213,-7.9218378663850615,109.29695810389897,1.6799999999999997,1.0477857837523636,-0.042214216247636216,19.198970046772452,19.85000000000001,20.501029953227565,6.559495750403592,0.9608082907901709,56.58641839193004,1,1,1,1,1,1,0,0,0,0,0,0,-1.0,0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,3,10,9
46,2010-09-02,21.06,20.37,21.24,20.3103,487100.0,19.863999999999997,19.944115718498434,19.308500000000013,19.73563412553847,19.818333333333342,19.700580478236077,,,,,,,20.374111111111098,56.38323717633305,0.18996599266601422,0.16669436189430833,0.023271630771705874,93.44049531490155,91.08555464969653,-6.043513295729247,175.91966278553306,2.2699999999999996,1.3952449575020225,0.4655449575020256,18.966336873247993,20.11200000000001,21.257663126752025,11.39283141161511,0.9137341849726778,63.06661549807545,1,1,1,1,1,1,0,0,0,0,0,0,0.0,0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,2,11,9
47,2010-09-03,21.05,20.87,21.3,20.66,434600.0,20.059,20.145185587862354,19.381500000000013,19.86081182786814,19.810333333333343,19.787639802220845,,,,,,,20.89529629629628,56.308100457144285,0.26981594363133965,0.197235450287707,0.07258049334363263,99.83910988864193,95.04015536339578,-8.41750841750841,166.55394164615376,1.9499999999999993,1.2830671064303054,0.6430671064303048,19.12143504729054,20.38200000000001,21.642564952709478,12.369394099788721,0.7649605633427247,57.793834822006396,1,1,1,1,1,1,0,0,0,0,0,0,0.0,0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,2,11,9
48,2010-09-07,20.54,20.61,21.0,20.5,243400.0,20.1,20.216970026432836,19.428500000000014,19.925496415690223,19.796666666666674,19.8361791698195,,,,,,,21.121370370370354,52.467925807656016,0.28861786027218983,0.17282989354284575,0.11578796672934408,91.45526123369137,94.91162214574496,-25.58922558922562,119.91485575420961,0.41000000000000014,0.9083432340831195,0.40834323408311946,19.363847232351755,20.51600000000001,21.668152767648262,11.231748563543118,0.5104152854872616,56.482154155562434,1,1,1,1,1,1,0,0,0,0,0,0,1.0,0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,11,11
49,2010-09-08,20.9,20.66,20.95,20.6,288400.0,20.270000000000003,20.34115729435414,19.522000000000013,20.018306280862582,19.80833333333334,19.90481277176663,19.833600000000004,19.833600000000004,,,,,21.151407407407387,54.81071174630752,0.3287775629364198,0.17039167696566057,0.15838588597075923,88.05882043334331,93.11773051855887,-13.46801346801353,116.61049034243342,1.6999999999999993,0.7428656292141014,0.3928656292141035,20.28603502064813,20.800000000000004,21.31396497935188,4.941970955306496,0.5972828928209244,59.516059357837314,1,1,1,1,1,1,1,1,0,0,0,0,0.0,0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,2,9,11
50,2010-09-09,20.71,21.0,21.05,20.69,376200.0,20.351000000000003,20.40821960447157,19.662500000000016,20.084181873161384,19.808000000000007,19.95676033487846,19.770000000000003,19.867968627450985,,,,,21.014888888888866,53.317065123346886,0.3413382694347611,0.14636190677120148,0.1949763626635596,80.52672390464673,86.6802685238938,-21.147711387504927,105.51769026851171,0.8100000000000023,0.7710276821835151,0.4110276821835157,20.44972646122262,20.852000000000004,21.254273538777387,3.8583688737519926,0.32350318090573504,57.885430266638295,1,1,1,1,1,1,1,1,0,0,0,0,0.0,0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,10,12
51,2010-09-10,20.17,20.75,20.93,19.76,386600.0,20.393,20.364906949113102,19.791000000000015,20.092355028098396,19.802000000000007,19.970517732628238,19.696800000000003,19.879812995001927,,,,,20.707074074074054,49.21236444239042,0.30421246091426113,0.08738887860056122,0.21682358231369991,68.53778156620388,79.0411086347313,-41.24087591240869,52.57829270278326,0.4200000000000017,0.666595156157296,-0.5034048438427021,20.063609960762438,20.674000000000003,21.284390039237568,5.904905090815177,0.08714922623119381,55.05525854208915,-1,-1,1,1,1,1,1,1,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,3,11,8
