,date,4. close,1. open,2. high,3. low,6. volumn,SMA_10,EMA_10,SMA_20,EMA_20,SMA_30,EMA_30,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,HMA_9,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3,WILLR_14,CCI_20_0.015,MOM_10,BULLP_13,BEARP_13,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,UO_7_14_28,s_SMA_10,s_EMA_10,s_SMA_20,s_EMA_20,s_SMA_30,s_EMA_30,s_SMA_50,s_EMA_50,s_SMA_100,s_EMA_100,s_SMA_200,s_EMA_200,s_HMA,s_MACD,s_RSI,s_STOCHRSI,s_WILLR,s_MOM,s_ERI,s_CCI,s_BBANDS,s_UO,SELL,NEU,BUY
10,1999-11-15,87.0,88.25,88.5,86.94,23540200.0,89.961,89.86200000000001,,,,,,,,,,,87.74000000000001,,,,,,,,,-5.3700000000000045,,,86.1830663767566,88.36,90.5369336232434,4.92741879412268,0.18763402212196442,,-1,-1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20,0
11,1999-11-16,87.31,86.94,87.75,85.87,29582600.0,89.43599999999999,89.39800000000001,,,,,,,,,,,87.46199999999999,,,,,,,,,-5.25,,,85.80666468372037,88.048,90.28933531627963,5.091166900507976,0.3353659993130796,,-1,-1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20,0
12,1999-11-17,85.0,86.44,87.06,85.0,33409500.0,88.73599999999999,88.59836363636364,,,,,,,,,,,86.35959259259256,,,,,,,,,-7.0,-2.5007692307692224,-4.560769230769225,84.30018051031601,87.624,90.94781948968398,7.586550464904557,0.10527338982396502,,-1,-1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20,0
13,1999-11-18,84.94,84.94,85.81,84.5,32246600.0,88.05499999999999,87.93320661157026,,,,,,,,,,,85.18951851851848,,,,,,,-94.37314906219157,,-6.810000000000002,-3.090659340659329,-4.400659340659331,83.50692093779472,86.688,89.86907906220529,7.339145123212636,0.2252504628432274,,-1,-1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,19,1
14,1999-11-19,86.0,84.44,86.56,84.37,29113000.0,87.499,87.58171450037567,,,,,,,,,,,84.68018518518512,28.01932367149758,,,,,,-83.90918065153014,,-5.560000000000002,-1.926279434850855,-4.116279434850853,84.08486387240066,86.05,88.01513612759933,4.567428535965919,0.487278235004239,,-1,-1,0,0,0,0,0,0,0,0,0,0,-1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,17,2
15,1999-11-22,89.81,89.62,90.37,88.44,45298300.0,87.48599999999999,87.98685731848919,,,,,,,,,,,85.9393703703703,43.903851723139304,,,,,,-40.41621029572836,,-0.12999999999999545,1.694617627270702,-0.23538237272930473,82.98068288358087,86.612,90.24331711641912,8.38525173513861,0.9403360953440475,,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20,3
16,1999-11-23,89.62,89.25,91.37,88.37,35393700.0,87.56099999999999,88.28379235149116,,,,,,,,,,,87.92462962962956,43.389621540697036,,,,,,-38.23529411764706,,0.75,2.55967225194631,-0.44032774805369,82.6943452190844,87.074,91.4536547809156,10.059615455625332,0.7906621785687575,,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,19,4
17,1999-11-24,91.69,89.56,92.25,89.5,26885500.0,88.01799999999999,88.90310283303822,,,,,,,,,,,90.29870370370361,50.22922290531655,,,,,,-13.88235294117655,,4.569999999999993,3.028290501668266,0.2782905016682662,83.34986764297958,88.412,93.47413235702044,11.451233671945959,0.8237765993469026,,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,1,17,5
18,1999-11-26,91.12,91.62,93.37,91.0,14257100.0,88.16799999999998,89.3061750452131,,,,,,,,,,,91.87544444444434,48.49185141218268,,,,,,-25.0,,1.5,3.877106144287083,1.5071061442870786,85.68098802623463,89.648,93.61501197376536,8.850196264870084,0.6855300676850278,,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,18,5
19,1999-11-29,90.19,90.12,92.06,89.5,25730100.0,88.26799999999999,89.46687049153799,89.383,89.383,,,,,,,,,92.1962222222221,45.71358258115922,,,,,,-35.333333333333414,38.83972866802369,1.0,2.467519552246074,-0.09248044775392827,88.89952718271086,90.486,92.07247281728915,3.5065597270056115,0.40671129162307673,,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,1,15,7
20,1999-11-30,91.05,89.75,92.87,89.56,32072800.0,88.67299999999997,89.75471222034926,89.317,89.5417619047619,,,,,,,,,91.98507407407396,48.64379184759653,,,,,,-25.77777777777786,62.741857975095996,4.049999999999997,3.069302473353787,-0.24069752664621547,89.26438236265581,90.73400000000001,92.20361763734421,3.2393978824788943,0.6075109579424494,,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,1,15,7
21,1999-12-01,93.19,91.06,93.94,90.87,24432100.0,89.261,90.37930999846758,89.3485,89.88921315192744,,,,,,,,,92.22825925925913,55.13355856912238,,,,,,-7.83699059561129,114.98588374549385,5.8799999999999955,3.6551164057318175,0.5851164057318243,89.45969821204272,91.44800000000001,93.43630178795729,4.348486107858637,0.9380622726768416,,1,1,1,1,0,0,0,0,0,0,0,0,-1.0,0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,2,13,7
22,1999-12-02,94.81,93.06,95.25,92.87,27736900.0,90.24199999999999,91.1848899987462,89.489,90.35785951841054,,,,,,,,,93.34396296296283,59.32400458320644,,,,,,-4.044117647058805,160.2058783692264,9.810000000000002,4.318671204912988,1.9386712049129926,88.69688163170731,92.072,95.44711836829269,7.331476167114191,0.9056154038510096,,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,1,14,8
